event_id,session_id,anonymous_id,article_id,content_version,event_type,occurred_at,received_at,channel,device,client_agent,duration_seconds,scroll_percent
e-05-0040-page_view,s-05-0040,anon-0040-5,guide-permission,history-v1,page_view,2026-08-11T17:35:26+08:00,2026-08-11T17:35:58+08:00,home,mobile,browser,,
e-07-0001-read_end,s-07-0001,anon-0002-7,guide-search,history-v1,read_end,2026-08-14T13:58:20+08:00,2026-08-14T13:59:32+08:00,search,desktop,browser,101,93
e-05-0107-page_view,s-05-0107,anon-0047-5,guide-permission,history-v1,page_view,2026-08-08T01:16:43+08:00,2026-08-07T17:16:46+00:00,direct,desktop,browser,,
e-00-0221-read_end,s-00-0221,anon-0055-0,guide-account,history-v1,read_end,2026-08-11T11:59:07+08:00,2026-08-11T04:00:14+00:00,direct,desktop,browser,113,48
e-00-0004-page_view,s-00-0004,anon-0093-0,guide-account,history-v1,page_view,2026-08-13T10:58:13+08:00,2026-08-13T10:58:20+08:00,direct,mobile,browser,,
e-02-0056-page_view,s-02-0056,anon-0015-2,guide-expense,history-v1,page_view,2026-08-01T04:26:46+08:00,2026-07-31T20:27:31+00:00,search,mobile,browser,,
e-00-0030-read_end,s-00-0030,anon-0047-0,guide-account,history-v1,read_end,2026-08-03T09:59:09+00:00,2026-08-03T17:59:39+08:00,search,mobile,browser,136,49
e-00-0182-read_end,s-00-0182,,guide-account,history-v1,read_end,2026-08-06T15:19:04+08:00,2026-08-06T07:19:41+00:00,search,desktop,browser,202,87
e-00-0109-page_view,s-00-0109,anon-0004-0,guide-account,history-v1,page_view,2026-08-11T23:43:04+08:00,2026-08-11T23:43:17+08:00,search,desktop,browser,,
e-04-0209-read_end,s-04-0209,anon-0132-4,guide-map,history-v1,read_end,2026-08-09T11:38:14+08:00,2026-08-09T03:38:39+00:00,home,desktop,browser,113,24
e-00-0080-page_view,s-00-0080,anon-0051-0,guide-account,history-v1,page_view,2026-08-01T19:40:44+08:00,2026-08-01T11:41:21+00:00,home,mobile,browser,,
e-00-0121-page_view,s-00-0121,anon-0128-0,guide-account,history-v1,page_view,2026-08-04T14:31:19+08:00,2026-08-04T14:31:41+08:00,home,desktop,browser,,
e-00-0109-read_end,s-00-0109,anon-0004-0,guide-account,history-v1,read_end,2026-08-11T23:45:50+08:00,2026-08-11T23:46:30+08:00,search,desktop,browser,166,49
e-04-0079-page_view,s-04-0079,anon-0106-4,guide-map,history-v1,page_view,2026-08-14T12:22:30+08:00,2026-08-14T12:23:50+08:00,search,desktop,browser,,
e-04-0278-read_end,s-04-0278,anon-0081-4,guide-map,history-v1,read_end,2026-08-11T12:18:48+08:00,2026-08-11T04:18:49+00:00,direct,desktop,browser,51,47
e-04-0043-page_view,s-04-0043,anon-0000-4,guide-map,history-v1,page_view,2026-08-01T20:56:17+08:00,2026-08-01T20:57:08+08:00,campaign,desktop,browser,,
e-04-0282-page_view,s-04-0282,anon-0135-4,guide-map,history-v1,page_view,2026-08-12T19:25:23+00:00,2026-08-13T03:26:03+08:00,search,mobile,browser,,
e-00-0004-read_end,s-00-0004,anon-0093-0,guide-account,history-v1,read_end,2026-08-13T11:00:09+08:00,2026-08-13T11:01:07+08:00,direct,mobile,browser,116,78
e-06-0013-page_view,s-06-0013,anon-0015-6,guide-faq,history-v1,page_view,2026-08-03T01:58:15+08:00,2026-08-03T01:58:31+08:00,home,desktop,browser,,
e-00-0231-read_end,s-00-0231,anon-0004-0,guide-account,history-v1,read_end,2026-08-02T18:36:03+00:00,2026-08-03T02:37:22+08:00,search,mobile,browser,95,88
e-05-0003-page_view,s-05-0003,anon-0025-5,guide-permission,history-v1,page_view,2026-08-02T22:26:38+00:00,2026-08-03T06:27:26+08:00,search,desktop,browser,,
e-03-0116-read_end,s-03-0116,anon-0016-3,guide-remote,history-v1,read_end,2026-08-13T07:18:28+08:00,2026-08-12T23:18:35+00:00,search,mobile,browser,5,15
e-01-0059-read_end,s-01-0059,anon-0003-1,guide-device,history-v1,read_end,2026-08-08T02:41:40+08:00,2026-08-07T18:42:54+00:00,direct,mobile,browser,116,92
e-04-0285-page_view,s-04-0285,,guide-map,history-v1,page_view,2026-08-02T17:48:59+00:00,2026-08-03T01:49:14+08:00,home,desktop,browser,,
e-01-0055-read_end,s-01-0055,anon-0004-1,guide-device,history-v1,read_end,2026-08-13T20:27:57+08:00,2026-08-13T20:28:20+08:00,home,desktop,browser,55,29
e-01-0092-page_view,s-01-0092,anon-0017-1,guide-device,history-v1,page_view,2026-08-02T20:29:25+08:00,2026-08-02T12:29:46+00:00,search,mobile,browser,,
e-00-0059-page_view,s-00-0059,anon-0080-0,guide-account,history-v1,page_view,2026-08-09T06:18:54+08:00,2026-08-08T22:20:23+00:00,direct,desktop,browser,,
e-04-0091-read_end,s-04-0091,anon-0152-4,guide-map,history-v1,read_end,2026-08-02T15:59:01+08:00,2026-08-02T16:00:27+08:00,search,mobile,browser,49,28
e-04-0116-page_view,s-04-0116,anon-0059-4,guide-map,history-v1,page_view,2026-08-04T06:13:42+08:00,2026-08-03T22:14:14+00:00,direct,mobile,browser,,
e-01-0053-read_end,s-01-0053,anon-0068-1,guide-device,history-v1,read_end,2026-08-08T15:34:52+08:00,2026-08-08T07:35:11+00:00,home,desktop,browser,147,15
e-03-0068-page_view,s-03-0068,anon-0014-3,guide-remote,history-v1,page_view,2026-08-10T05:42:53+08:00,2026-08-09T21:43:30+00:00,search,mobile,browser,,
e-00-0016-read_end,s-00-0016,anon-0118-0,guide-account,history-v1,read_end,2026-08-13T06:08:00+08:00,2026-08-13T06:08:26+08:00,home,mobile,browser,104,73
e-00-0175-page_view,s-00-0175,anon-0024-0,guide-account,history-v1,page_view,2026-08-12T08:18:26+08:00,2026-08-12T08:19:33+08:00,search,mobile,browser,,
e-04-0022-page_view,s-04-0022,anon-0125-4,guide-map,history-v1,page_view,2026-08-11T17:45:51+08:00,2026-08-11T17:46:14+08:00,direct,desktop,browser,,
e-07-0001-page_view,s-07-0001,anon-0002-7,guide-search,history-v1,page_view,2026-08-14T13:56:39+08:00,2026-08-14T13:58:04+08:00,search,desktop,browser,,
e-02-0079-read_end,s-02-0079,anon-0013-2,guide-expense,history-v1,read_end,2026-08-08T20:03:33+08:00,2026-08-08T20:04:35+08:00,home,mobile,browser,78,84
crawler-0143,crawl-143,,guide-map,history-v1,page_view,2026-08-08T16:30:59+00:00,2026-08-08T16:31:00+00:00,campaign,desktop,crawler,,
crawler-0039,crawl-39,,guide-map,history-v1,page_view,2026-08-08T16:08:27+00:00,2026-08-08T16:08:28+00:00,campaign,desktop,crawler,,
e-00-0104-read_end,s-00-0104,anon-0098-0,guide-account,history-v1,read_end,2026-08-03T05:48:47+08:00,2026-08-02T21:48:49+00:00,direct,mobile,browser,175,29
crawler-0119,crawl-119,,guide-map,history-v1,page_view,2026-08-08T16:25:47+00:00,2026-08-08T16:25:48+00:00,campaign,desktop,crawler,,
e-04-0244-read_end,s-04-0244,anon-0033-4,guide-map,history-v1,read_end,2026-08-09T19:44:28+08:00,2026-08-09T19:45:39+08:00,campaign,desktop,browser,203,44
e-03-0092-read_end,s-03-0092,anon-0065-3,guide-remote,history-v1,read_end,2026-08-02T23:34:33+08:00,2026-08-02T15:35:18+00:00,direct,mobile,browser,5,21
e-04-0215-read_end,s-04-0215,anon-0077-4,guide-map,history-v1,read_end,2026-08-09T03:34:03+08:00,2026-08-08T19:34:29+00:00,search,mobile,browser,16,80
e-04-0113-page_view,s-04-0113,anon-0046-4,guide-map,history-v1,page_view,2026-08-07T03:41:53+08:00,2026-08-06T19:43:21+00:00,direct,mobile,browser,,
e-01-0176-read_end,s-01-0176,anon-0074-1,guide-device,history-v1,read_end,2026-08-02T13:12:52+08:00,2026-08-02T05:13:33+00:00,search,desktop,browser,16,88
e-01-0104-page_view,s-01-0104,anon-0009-1,guide-device,history-v1,page_view,2026-08-14T13:04:13+08:00,2026-08-14T05:04:20+00:00,campaign,desktop,browser,,
e-04-0017-read_end,s-04-0017,anon-0104-4,guide-map,history-v1,read_end,2026-08-08T14:40:00+08:00,2026-08-08T06:40:05+00:00,direct,desktop,browser,15,78
e-07-0003-page_view,s-07-0003,anon-0002-7,guide-search,history-v1,page_view,2026-08-13T13:40:04+00:00,2026-08-13T21:40:54+08:00,campaign,desktop,browser,,
e-00-0099-read_end,s-00-0099,anon-0100-0,guide-account,history-v1,read_end,2026-08-13T09:50:22+00:00,2026-08-13T17:51:19+08:00,search,mobile,browser,200,88
e-04-0169-read_end,s-04-0169,anon-0149-4,guide-map,history-v1,read_end,2026-08-07T13:49:22+08:00,2026-08-07T13:50:06+08:00,campaign,desktop,browser,48,93
e-02-0086-read_end,s-02-0086,anon-0023-2,guide-expense,history-v1,read_end,2026-08-09T04:23:26+08:00,2026-08-08T20:24:51+00:00,search,desktop,browser,144,74
e-04-0129-read_end,s-04-0129,,guide-map,history-v1,read_end,2026-08-07T10:36:12+00:00,2026-08-07T18:36:49+08:00,direct,desktop,browser,142,78
e-00-0008-read_end,s-00-0008,anon-0051-0,guide-account,history-v1,read_end,2026-08-10T23:49:41+08:00,2026-08-10T15:50:42+00:00,home,desktop,browser,8,82
e-03-0076-read_end,s-03-0076,anon-0051-3,guide-remote,history-v1,read_end,2026-08-12T18:44:19+08:00,2026-08-12T18:45:02+08:00,direct,desktop,browser,96,74
e-00-0141-read_end,s-00-0141,anon-0078-0,guide-account,history-v1,read_end,2026-08-12T02:21:41+00:00,2026-08-12T10:22:44+08:00,home,mobile,browser,85,73
e-04-0013-read_end,s-04-0013,anon-0164-4,guide-map,history-v1,read_end,2026-08-08T16:48:07+08:00,2026-08-08T16:48:54+08:00,home,desktop,browser,177,89
e-04-0225-page_view,s-04-0225,anon-0050-4,guide-map,history-v1,page_view,2026-08-11T19:46:10+00:00,2026-08-12T03:46:29+08:00,search,desktop,browser,,
e-04-0155-read_end,s-04-0155,anon-0033-4,guide-map,history-v1,read_end,2026-08-03T08:49:25+08:00,2026-08-03T00:49:48+00:00,campaign,desktop,browser,79,97
e-04-0125-page_view,s-04-0125,anon-0152-4,guide-map,history-v1,page_view,2026-08-14T04:05:38+08:00,2026-08-13T20:05:57+00:00,campaign,desktop,browser,,
e-02-0087-page_view,s-02-0087,anon-0035-2,guide-expense,history-v1,page_view,2026-08-13T07:42:33+00:00,2026-08-13T15:43:49+08:00,search,desktop,browser,,
e-00-0010-page_view,s-00-0010,anon-0042-0,guide-account,history-v1,page_view,2026-08-04T08:51:33+08:00,2026-08-04T08:52:49+08:00,home,mobile,browser,,
e-03-0000-page_view,s-03-0000,anon-0059-3,guide-remote,history-v1,page_view,2026-08-02T14:36:24+00:00,2026-08-03T22:36:40+08:00,direct,desktop,browser,,
e-05-0042-page_view,s-05-0042,anon-0033-5,guide-permission,history-v1,page_view,2026-08-14T12:47:29+00:00,2026-08-14T20:48:38+08:00,search,desktop,browser,,
e-04-0212-read_end,s-04-0212,anon-0118-4,guide-map,history-v1,read_end,2026-08-09T12:15:59+08:00,2026-08-09T04:16:07+00:00,search,desktop,browser,235,89
e-00-0131-page_view,s-00-0131,anon-0041-0,guide-account,history-v1,page_view,2026-08-12T01:49:19+08:00,2026-08-11T17:50:39+00:00,search,desktop,browser,,
e-01-0090-page_view,s-01-0090,anon-0086-1,guide-device,history-v1,page_view,2026-08-10T17:29:41+00:00,2026-08-11T01:29:50+08:00,search,mobile,browser,,
e-02-0014-read_end,s-02-0014,anon-0018-2,guide-expense,history-v1,read_end,2026-08-08T21:00:08+08:00,2026-08-08T13:00:22+00:00,search,mobile,browser,92,83
crawler-0178,crawl-178,,guide-map,history-v1,page_view,2026-08-08T16:38:34+00:00,2026-08-08T16:38:35+00:00,campaign,desktop,crawler,,
e-04-0092-page_view,s-04-0092,anon-0058-4,guide-map,history-v1,page_view,2026-08-14T04:18:38+08:00,2026-08-13T20:18:42+00:00,search,desktop,browser,,
e-01-0053-page_view,s-01-0053,anon-0068-1,guide-device,history-v1,page_view,2026-08-08T15:32:25+08:00,2026-08-08T07:32:55+00:00,home,desktop,browser,,
e-05-0077-read_end,s-05-0077,anon-0038-5,guide-permission,history-v1,read_end,2026-08-02T22:28:24+08:00,2026-08-02T14:28:45+00:00,search,desktop,browser,112,100
e-00-0060-page_view,s-00-0060,anon-0037-0,guide-account,history-v1,page_view,2026-08-11T18:25:15+00:00,2026-08-12T02:25:50+08:00,home,desktop,browser,,
e-04-0188-page_view,s-04-0188,anon-0005-4,guide-map,history-v1,page_view,2026-08-03T12:52:18+08:00,2026-08-03T04:53:17+00:00,direct,mobile,browser,,
e-03-0130-page_view,s-03-0130,,guide-remote,history-v1,page_view,2026-08-07T21:17:51+08:00,2026-08-07T21:19:10+08:00,direct,mobile,browser,,
e-05-0082-page_view,s-05-0082,anon-0005-5,guide-permission,history-v1,page_view,2026-08-07T11:59:34+08:00,2026-08-08T11:59:38+08:00,campaign,desktop,browser,,
e-01-0056-read_end,s-01-0056,anon-0051-1,guide-device,history-v1,read_end,2026-08-04T11:31:51+08:00,2026-08-04T03:33:19+00:00,search,mobile,browser,86,94
e-00-0035-read_end,s-00-0035,anon-0119-0,guide-account,history-v1,read_end,2026-08-12T00:58:55+08:00,2026-08-11T16:59:04+00:00,search,mobile,browser,97,94
e-03-0014-page_view,s-03-0014,anon-0076-3,guide-remote,history-v1,page_view,2026-08-14T05:12:09+08:00,2026-08-13T21:12:28+00:00,search,desktop,browser,,
e-00-0149-read_end,s-00-0149,anon-0056-0,guide-account,history-v1,read_end,2026-08-06T09:25:45+08:00,2026-08-06T01:27:05+00:00,search,mobile,browser,106,54
e-00-0166-page_view,s-00-0166,anon-0067-0,guide-account,history-v1,page_view,2026-08-13T07:18:31+08:00,2026-08-13T07:19:33+08:00,search,desktop,browser,,
e-02-0049-read_end,s-02-0049,anon-0009-2,guide-expense,history-v1,read_end,2026-08-11T14:43:09+08:00,2026-08-11T14:44:15+08:00,search,desktop,browser,219,21
e-06-0060-read_end,s-06-0060,anon-0006-6,guide-faq,history-v1,read_end,2026-08-12T17:40:23+00:00,2026-08-13T01:41:35+08:00,search,mobile,browser,83,94
e-04-0070-read_end,s-04-0070,anon-0059-4,guide-map,history-v1,read_end,2026-08-07T17:14:46+08:00,2026-08-07T17:15:34+08:00,search,mobile,browser,171,85
e-04-0318-read_end,s-04-0318,anon-0106-4,guide-map,history-v1,read_end,2026-08-08T13:50:01+00:00,2026-08-08T21:51:12+08:00,search,mobile,browser,18,81
e-04-0085-page_view,s-04-0085,anon-0129-4,guide-map,history-v1,page_view,2026-08-13T13:10:35+08:00,2026-08-13T13:11:23+08:00,home,desktop,browser,,
e-02-0094-read_end,s-02-0094,anon-0044-2,guide-expense,history-v1,read_end,2026-08-03T11:23:18+08:00,2026-08-03T11:24:18+08:00,search,desktop,browser,64,79
crawler-0118,crawl-118,,guide-map,history-v1,page_view,2026-08-08T16:25:34+00:00,2026-08-08T16:25:35+00:00,campaign,desktop,crawler,,
e-03-0043-page_view,s-03-0043,anon-0015-3,guide-remote,history-v1,page_view,2026-08-14T17:01:10+08:00,2026-08-14T17:01:42+08:00,search,mobile,browser,,
e-00-0130-page_view,s-00-0130,anon-0072-0,guide-account,history-v1,page_view,2026-08-08T18:18:42+08:00,2026-08-08T18:19:37+08:00,home,desktop,browser,,
e-00-0098-read_end,s-00-0098,anon-0009-0,guide-account,history-v1,read_end,2026-08-14T09:10:52+08:00,2026-08-14T01:10:53+00:00,home,desktop,browser,28,24
e-02-0053-read_end,s-02-0053,anon-0029-2,guide-expense,history-v1,read_end,2026-08-02T10:32:59+08:00,2026-08-02T02:33:45+00:00,search,desktop,browser,67,19
e-04-0289-page_view,s-04-0289,anon-0109-4,guide-map,history-v1,page_view,2026-08-10T00:32:11+08:00,2026-08-10T00:33:20+08:00,direct,desktop,browser,,
e-06-0059-page_view,s-06-0059,anon-0028-6,guide-faq,history-v1,page_view,2026-08-08T09:54:47+08:00,2026-08-08T01:55:35+00:00,home,mobile,browser,,
e-06-0052-read_end,s-06-0052,anon-0031-6,guide-faq,history-v1,read_end,2026-08-13T08:43:33+08:00,2026-08-13T08:44:26+08:00,home,desktop,browser,185,76
e-04-0005-read_end,s-04-0005,,guide-map,history-v1,read_end,2026-08-10T23:16:34+08:00,2026-08-10T15:16:36+00:00,direct,desktop,browser,167,100
e-04-0248-read_end,s-04-0248,anon-0012-4,guide-map,history-v1,read_end,2026-08-03T22:33:17+08:00,2026-08-03T14:34:04+00:00,search,desktop,browser,243,87
e-00-0118-read_end,s-00-0118,anon-0026-0,guide-account,history-v1,read_end,2026-08-06T12:03:27+08:00,2026-08-06T12:03:39+08:00,home,desktop,browser,278,50
e-04-0151-read_end,s-04-0151,anon-0143-4,guide-map,history-v1,read_end,2026-08-05T18:40:25+08:00,2026-08-05T18:41:43+08:00,campaign,mobile,browser,146,95
e-00-0012-read_end,s-00-0012,anon-0053-0,guide-account,history-v1,read_end,2026-08-06T14:36:52+00:00,2026-08-06T22:37:22+08:00,direct,mobile,browser,161,72
e-00-0057-read_end,s-00-0057,anon-0067-0,guide-account,history-v1,read_end,2026-08-14T09:42:29+00:00,2026-08-14T17:42:51+08:00,search,desktop,browser,128,10
e-04-0055-page_view,s-04-0055,anon-0110-4,guide-map,history-v1,page_view,2026-08-11T16:44:17+08:00,2026-08-11T16:45:24+08:00,home,desktop,browser,,
e-00-0094-page_view,s-00-0094,anon-0027-0,guide-account,history-v1,page_view,2026-08-01T18:42:17+08:00,2026-08-01T18:43:11+08:00,search,mobile,browser,,
e-00-0211-page_view,s-00-0211,anon-0065-0,guide-account,history-v1,page_view,2026-08-12T16:48:38+08:00,2026-08-12T16:49:08+08:00,search,desktop,browser,,
e-04-0215-page_view,s-04-0215,anon-0077-4,guide-map,history-v1,page_view,2026-08-09T03:33:47+08:00,2026-08-08T19:35:13+00:00,search,mobile,browser,,
e-03-0004-read_end,s-03-0004,anon-0018-3,guide-remote,history-v1,read_end,2026-08-12T07:32:49+08:00,2026-08-12T07:33:07+08:00,search,mobile,browser,34,33
e-01-0116-page_view,s-01-0116,anon-0077-1,guide-device,history-v1,page_view,2026-08-03T17:07:55+08:00,2026-08-03T09:08:53+00:00,search,desktop,browser,,
e-01-0060-read_end,s-01-0060,anon-0072-1,guide-device,history-v1,read_end,2026-08-01T20:17:57+00:00,2026-08-02T04:18:42+08:00,search,desktop,browser,20,76
e-01-0067-read_end,s-01-0067,anon-0034-1,guide-device,history-v1,read_end,2026-08-14T17:28:17+08:00,2026-08-14T17:28:36+08:00,direct,mobile,browser,134,83
e-01-0060-page_view,s-01-0060,anon-0072-1,guide-device,history-v1,page_view,2026-08-01T20:17:37+00:00,2026-08-02T04:18:06+08:00,search,desktop,browser,,
e-02-0013-read_end,s-02-0013,anon-0036-2,guide-expense,history-v1,read_end,2026-08-12T05:05:14+08:00,2026-08-12T05:05:32+08:00,search,desktop,browser,76,92
e-00-0082-page_view,s-00-0082,anon-0080-0,guide-account,history-v1,page_view,2026-08-06T03:53:14+08:00,2026-08-07T03:53:53+08:00,home,mobile,browser,,
e-05-0064-page_view,s-05-0064,anon-0006-5,guide-permission,history-v1,page_view,2026-08-08T19:28:08+08:00,2026-08-08T19:28:54+08:00,search,mobile,browser,,
e-04-0039-page_view,s-04-0039,anon-0109-4,guide-map,history-v1,page_view,2026-08-13T23:14:10+00:00,2026-08-14T07:14:48+08:00,campaign,mobile,browser,,
e-02-0093-page_view,s-02-0093,anon-0004-2,guide-expense,history-v1,page_view,2026-08-06T15:51:09+00:00,2026-08-06T23:51:34+08:00,search,mobile,browser,,
e-02-0033-read_end,s-02-0033,anon-0012-2,guide-expense,history-v1,read_end,2026-08-02T05:29:42+00:00,2026-08-02T13:29:49+08:00,home,desktop,browser,63,79
e-00-0049-page_view,s-00-0049,anon-0093-0,guide-account,history-v1,page_view,2026-08-11T13:02:31+08:00,2026-08-11T13:03:34+08:00,home,mobile,browser,,
e-04-0205-page_view,s-04-0205,anon-0099-4,guide-map,history-v1,page_view,2026-08-12T19:41:20+08:00,2026-08-13T19:41:35+08:00,direct,desktop,browser,,
e-04-0033-page_view,s-04-0033,anon-0160-4,guide-map,history-v1,page_view,2026-08-13T23:00:09+00:00,2026-08-14T07:01:07+08:00,home,desktop,browser,,
e-01-0086-page_view,s-01-0086,anon-0005-1,guide-device,history-v1,page_view,2026-08-06T03:30:51+08:00,2026-08-05T19:32:18+00:00,search,mobile,browser,,
e-03-0059-page_view,s-03-0059,anon-0042-3,guide-remote,history-v1,page_view,2026-08-11T20:03:39+08:00,2026-08-11T12:04:42+00:00,campaign,mobile,browser,,
e-06-0014-page_view,s-06-0014,anon-0018-6,guide-faq,history-v1,page_view,2026-08-05T09:58:54+08:00,2026-08-05T01:59:12+00:00,home,desktop,browser,,
e-00-0031-read_end,s-00-0031,,guide-account,history-v1,read_end,2026-08-04T12:35:34+08:00,2026-08-04T12:36:38+08:00,home,mobile,browser,208,22
e-04-0088-read_end,s-04-0088,anon-0046-4,guide-map,history-v1,read_end,2026-08-11T23:17:55+08:00,2026-08-11T23:19:25+08:00,home,mobile,browser,183,93
e-00-0074-read_end,s-00-0074,anon-0053-0,guide-account,history-v1,read_end,2026-08-10T06:08:02+08:00,2026-08-09T22:08:09+00:00,search,mobile,browser,49,8
e-01-0023-read_end,s-01-0023,anon-0080-1,guide-device,history-v1,read_end,2026-08-13T23:59:58+08:00,2026-08-13T16:00:41+00:00,search,desktop,browser,32,75
e-04-0036-page_view,s-04-0036,anon-0004-4,guide-map,history-v1,page_view,2026-08-08T13:12:37+00:00,2026-08-08T21:12:38+08:00,search,mobile,browser,,
e-00-0128-read_end,s-00-0128,anon-0105-0,guide-account,history-v1,read_end,2026-08-04T13:02:47+08:00,2026-08-04T05:03:26+00:00,search,mobile,browser,111,27
e-04-0249-read_end,s-04-0249,anon-0056-4,guide-map,history-v1,read_end,2026-08-08T07:43:35+00:00,2026-08-08T15:43:58+08:00,direct,mobile,browser,200,99
e-01-0036-read_end,s-01-0036,anon-0033-1,guide-device,history-v1,read_end,2026-08-09T05:24:24+00:00,2026-08-09T13:24:41+08:00,search,mobile,browser,220,50
e-04-0179-read_end,s-04-0179,anon-0033-4,guide-map,history-v1,read_end,2026-08-13T07:38:29+08:00,2026-08-12T23:38:57+00:00,home,mobile,browser,3,81
e-00-0201-page_view,s-00-0201,anon-0089-0,guide-account,history-v1,page_view,2026-08-12T04:22:46+00:00,2026-08-12T12:23:18+08:00,search,mobile,browser,,
e-00-0068-page_view,s-00-0068,anon-0089-0,guide-account,history-v1,page_view,2026-08-07T02:05:50+08:00,2026-08-06T18:05:51+00:00,search,mobile,browser,,
e-03-0146-page_view,s-03-0146,anon-0046-3,guide-remote,history-v1,page_view,2026-08-06T17:33:24+08:00,2026-08-06T09:34:39+00:00,home,mobile,browser,,
e-05-0076-page_view,s-05-0076,anon-0043-5,guide-permission,history-v1,page_view,2026-08-08T12:44:05+08:00,2026-08-08T12:45:17+08:00,campaign,desktop,browser,,
e-00-0126-page_view,s-00-0126,anon-0029-0,guide-account,history-v1,page_view,2026-08-10T03:57:00+00:00,2026-08-10T11:57:11+08:00,search,desktop,browser,,
e-00-0232-read_end,s-00-0232,anon-0106-0,guide-account,history-v1,read_end,2026-08-12T07:12:43+08:00,2026-08-12T07:14:00+08:00,home,mobile,browser,22,77
e-00-0138-read_end,s-00-0138,anon-0107-0,guide-account,history-v1,read_end,2026-08-11T21:02:53+00:00,2026-08-12T05:03:34+08:00,home,desktop,browser,43,13
e-02-0023-page_view,s-02-0023,anon-0037-2,guide-expense,history-v1,page_view,2026-08-13T18:52:19+08:00,2026-08-13T10:53:25+00:00,search,desktop,browser,,
e-02-0058-page_view,s-02-0058,anon-0009-2,guide-expense,history-v1,page_view,2026-08-02T21:53:15+08:00,2026-08-02T21:54:32+08:00,search,desktop,browser,,
e-01-0020-page_view,s-01-0020,anon-0022-1,guide-device,history-v1,page_view,2026-08-13T08:07:16+08:00,2026-08-13T00:08:29+00:00,search,desktop,browser,,
e-05-0075-read_end,s-05-0075,anon-0023-5,guide-permission,history-v1,read_end,2026-08-03T17:52:15+00:00,2026-08-04T01:53:31+08:00,home,mobile,browser,179,84
e-04-0204-page_view,s-04-0204,anon-0052-4,guide-map,history-v1,page_view,2026-08-01T15:26:02+00:00,2026-08-01T23:26:55+08:00,home,mobile,browser,,
e-05-0009-page_view,s-05-0009,,guide-permission,history-v1,page_view,2026-08-09T16:52:54+00:00,2026-08-10T00:53:14+08:00,home,mobile,browser,,
e-00-0117-page_view,s-00-0117,anon-0098-0,guide-account,history-v1,page_view,2026-08-09T18:45:55+00:00,2026-08-10T02:46:44+08:00,search,mobile,browser,,
e-04-0283-read_end,s-04-0283,anon-0054-4,guide-map,history-v1,read_end,2026-08-13T06:08:10+08:00,2026-08-13T06:09:38+08:00,home,desktop,browser,81,85
e-04-0088-page_view,s-04-0088,anon-0046-4,guide-map,history-v1,page_view,2026-08-11T23:14:52+08:00,2026-08-11T23:15:10+08:00,home,mobile,browser,,
e-00-0206-read_end,s-00-0206,anon-0025-0,guide-account,history-v1,read_end,2026-08-10T03:08:41+08:00,2026-08-09T19:09:16+00:00,search,mobile,browser,142,30
e-02-0042-read_end,s-02-0042,anon-0033-2,guide-expense,history-v1,read_end,2026-08-03T18:00:19+00:00,2026-08-04T02:00:56+08:00,search,mobile,browser,129,99
e-01-0022-read_end,s-01-0022,anon-0025-1,guide-device,history-v1,read_end,2026-08-07T11:35:36+08:00,2026-08-07T11:35:59+08:00,search,mobile,browser,34,37
e-00-0017-page_view,s-00-0017,anon-0081-0,guide-account,history-v1,page_view,2026-08-04T16:51:22+08:00,2026-08-04T08:52:18+00:00,search,mobile,browser,,
crawler-0022,crawl-22,,guide-map,history-v1,page_view,2026-08-08T16:04:46+00:00,2026-08-08T16:04:47+00:00,campaign,desktop,crawler,,
e-00-0013-page_view,s-00-0013,anon-0064-0,guide-account,history-v1,page_view,2026-08-04T07:16:32+08:00,2026-08-04T07:17:22+08:00,home,desktop,browser,,
e-02-0039-read_end,s-02-0039,anon-0038-2,guide-expense,history-v1,read_end,2026-08-09T12:22:46+00:00,2026-08-09T20:23:19+08:00,search,desktop,browser,217,73
e-00-0037-page_view,s-00-0037,anon-0073-0,guide-account,history-v1,page_view,2026-08-13T18:30:04+08:00,2026-08-13T18:30:35+08:00,search,desktop,browser,,
e-03-0011-page_view,s-03-0011,,guide-remote,history-v1,page_view,2026-08-01T06:56:04+08:00,2026-07-31T22:56:43+00:00,search,mobile,browser,,
e-03-0037-read_end,s-03-0037,anon-0066-3,guide-remote,history-v1,read_end,2026-08-02T17:24:29+08:00,2026-08-02T17:25:45+08:00,search,mobile,browser,23,25
e-01-0174-read_end,s-01-0174,anon-0090-1,guide-device,history-v1,read_end,2026-08-01T08:00:59+00:00,2026-08-01T16:02:18+08:00,search,mobile,browser,48,84
e-06-0044-page_view,s-06-0044,anon-0022-6,guide-faq,history-v1,page_view,2026-08-08T01:51:21+08:00,2026-08-07T17:51:29+00:00,direct,desktop,browser,,
e-04-0320-page_view,s-04-0320,anon-0131-4,guide-map,history-v1,page_view,2026-08-10T15:57:29+08:00,2026-08-10T07:57:42+00:00,home,desktop,browser,,
e-05-0069-read_end,s-05-0069,anon-0045-5,guide-permission,history-v1,read_end,2026-08-01T08:06:31+00:00,2026-08-01T16:06:32+08:00,direct,desktop,browser,101,44
e-01-0158-page_view,s-01-0158,anon-0083-1,guide-device,history-v1,page_view,2026-08-03T10:14:41+08:00,2026-08-03T02:15:22+00:00,home,desktop,browser,,
e-01-0080-page_view,s-01-0080,,guide-device,history-v1,page_view,2026-08-01T22:58:09+08:00,2026-08-01T14:58:10+00:00,home,mobile,browser,,
